user_id,item_id
227531056,30867893
227540483,1264232
227531099,30867255
227540483,30867355
227531758,30849716
227540780,10022788
227535340,1264232
227550434,183086
227535979,439679
227541618,10043514
227532870,651396
227551434,1222230
227533432,486247
227552027,30838085
227534370,30866537
227525442,720475
227537853,123172
227553337,30868503
227538254,30867253
227543448,119119
227535340,30867073
227525992,1052483
227538646,30121201
227556057,1278601
227534809,832526
227556682,455096
227535340,30867073
227526838,38849
227535610,30867253
227545384,921382
227539931,30869637
227559025,1042315
227536307,606004
227536307,10049689
227540483,576933
227537010,30082613
227537208,10097030
227546778,30214350
227540681,30707190
227547511,118752
227537120,10108857
227548419,1082617
227537946,10021368
227529483,30869675
227538605,281106
227529713,10007367
227538954,30775857
227550120,30768112
227541382,1233821
227530084,30831239
227542383,39667
227550677,446957
227538646,448860
227530584,1138510
227539931,30866835
227531056,30274816
227540483,10014040
227539689,1251539
227540483,122301
227551911,436139
227540681,10069548
227531739,1296131
227543692,10005295
227553042,30818837
227539475,10069286
227540483,10046368
227539922,1275869
227540483,20084547
227541552,10007158
227540569,969131
227540268,383040
227532879,436139
227540483,30867073
227540780,403623
227540483,30868339
227555196,30257569
227545567,10075931
227555734,997379
227540780,693394
227533432,20002448
227541201,10027752
227542415,30866264
227546380,20095454
227557497,330631
227545291,1201417
227543692,10053346
227541970,30815891
227534368,30794573
227547274,10014040
227544927,651396
227547835,1167569
227546197,30260181
227547834,1308758
227534809,436139
227549166,10007367
227535058,30725414
227548357,30868548
227535340,30865515
227548857,30285148
227551598,10051741
227549320,30870786
227552406,126695
227544784,221014
227552770,30821918
227545007,30866626
227553858,118765
227545796,30149539
227537821,30257541
227551911,447393
227555877,434093
227553846,10029783
227557048,1074481
227554557,20042298
227538690,1002819
227553858,30772151
227558254,1251419
227556714,10009414
227539418,20069675
227554541,433584
227540483,30865058
227555163,10063922
227540483,30864064
227558593,1251419
227540536,30721424
227557114,1251768
227540979,30868548
227549958,30863588
227541708,849799
227551705,1251419
227543151,1106838
227553023,10037149
227544329,148967
227554253,386191
227546380,20095454
227555889,30864064
227547206,30859994
227557497,472813
227548755,832963
227503254,1083149
227549399,33531
227504568,10013406
227551434,585707
227531056,20095454
227552264,10111321
227531056,30801985
227554143,30666770
227531099,30870085
227555856,1313281
227506139,10085853
227557267,30625568
227511023,30734372
227558905,34875
227531739,30641668
227528905,585707
227532365,1079834
227522640,10036064
227508627,10051928
227511023,30847854
227532929,30864237
227523587,420622
227510768,4244
227524300,30081223
227533359,455790
227524769,30737560
227533432,10645
227525188,30867253
227534005,140697
227525524,423974
227534255,30864790
227526058,1034178
227494396,30867846
227526439,20070330
227517690,30824607
227519716,10025890
227515677,30866223
227526968,20106566
227520344,30359224
227527820,281106
227535054,30867115
227528388,1097092
227535281,680873
227528879,1298074
227535340,30868548
227522640,152786
227517706,144252
227523809,30867699
227536307,30149539
227529377,30083581
227500031,709185
227524944,20070330
227537010,30869509
227529992,1251419
227537120,314281
227525156,10109702
227537451,162906
227530828,10068254
227537722,30713617
227531056,30740609
227538118,185325
227531056,30870116
227538254,30867529
227531099,1080237
227523964,30740609
227531178,10057515
227505069,30867355
227531419,20072470
227538733,30101759
227531739,143839
227538877,269182
227531823,30851891
227507006,921382
227525820,30867073
227539444,1300482
227526175,30415348
227539922,370879
227489219,30869244
227540187,120500
227532868,412800
227540419,30714341
227526759,453572
227540483,1285395
227527057,1079840
227540483,1150915
227527470,30831239
227524771,30855270
227533432,30149165
227540483,30866454
227528074,385987
227540521,575096
227534079,221014
227511023,1314803
227528547,140392
227540780,30476688
227534368,20087246
227525132,10075206
227534595,30845775
227540979,30868182
227530767,156152
227524080,400419
227531056,27695
227524481,144581
227531056,1300763
227514845,20054320
227531099,30865477
227542399,624360
227531284,30723151
227525596,137493
227531375,10014628
227525750,59897
227531739,30656848
227526058,705872
227531739,30863740
227543657,30868548
227532125,191703
227525326,1080186
227530650,20070330
227517922,30866188
227532870,30864802
227544688,585707
227500031,1049470
227527470,1222189
227530990,407200
227544784,578582
227533172,10066106
227527820,10027752
227531056,139561
227525857,1222228
227531056,44658
227545325,1080186
227531099,30851194
227545577,10063512
227534871,30867468
227526188,30862497
227531533,20095454
227526558,20042361
227531739,453718
227520677,1080186
227533365,427316
227527057,221014
227533432,960616
227528547,30422748
227535340,30867468
227547104,30120915
227502142,30832563
227547511,30738075
227535905,20092798
227527220,453024
227532238,315397
227529166,30869483
227532365,1001104
227527820,1263791
227532870,30844035
227523162,39802
227537010,30868544
227528029,20081204
227534332,10014040
227523779,599340
227533432,30719557
227529990,469026
227534370,1068456
227549320,30869242
227537722,30194199
227549602,10014040
227538170,30865844
227549999,10064338
227538254,30867468
227528744,1082594
227538254,123318
227528909,1056671
227538450,692302
227551212,606004
227534368,1211626
227551396,20048030
227538690,30717203
227551903,1299582
227510768,1251419
227529405,10098798
227539214,10005117
227530652,30865625
227539355,30860445
227531056,30659248
227540039,1210748
227531056,991751
227540190,152579
227531099,30865631
227540483,30090149
227529483,10066106
227540483,30869349
227552616,993138
227540483,20098125
227529937,30813768
227540518,10051260
227553453,30776936
227540780,10009668
227531739,460802
227540780,20094442
227531830,30801180
227540979,30869509
227553887,10111321
227534809,33447
227554467,30761732
227535058,221014
227554758,10083650
227542233,832963
227530560,30082800
227535340,30867238
227533126,1261285
227542383,30344723
227533432,10027752
227542503,30843231
227556057,455914
227535273,30855267
227531022,30845775
227535340,30865625
227533512,30376704
227535340,30865631
227556967,712248
227535755,426001
227531056,30867151
227536307,1289270
227531056,30865156
227519753,1237353
227531099,30868418
227544417,30868820
227525972,30849206
227537010,30867468
227526221,30182859
227544773,30864529
227531487,10060064
227520707,1150392
227531739,10077343
227537299,30149539
227531830,138859
227521807,10087413
227558421,588687
227538021,30081092
227526800,10051240
227522640,30179059
227534368,395699
227538254,30149539
227527470,10014040
227523358,1289543
227527831,10038472
227538690,995627
227532870,30870117
227523775,10053346
227533381,1080186
227524080,1268003
227528429,30854398
227547214,30869509
227534079,10070451
227547479,30868129
227529075,20099134
227539398,30867073
227529730,20095454
227539931,30867073
227534368,10075931
227547936,128538
227534878,30666531
227540122,10063922
227530718,10069951
227540483,416209
227531056,30868544
227540483,712363
227531056,30441428
227540483,426001
227531099,30865515
227540483,30866834
227531099,30870156
227549320,30870541
227531739,219964
227540780,30200153
227531739,30867248
227524769,30740227
227535273,30843140
227550188,423552
227535340,204551
227540979,1309047
227535524,30869114
227541426,160109
227535905,987723
227550809,30810402
227536307,1097092
227551434,10063512
227532870,30867274
227551803,30696924
227537010,30864420
227552027,10033943
227533432,10110251
227542184,1071579
227534120,10092309
227542663,1220631
227534368,30852782
227552975,30082800
227534818,10110251
227553337,469026
227537821,30727235
227542763,30867253
227538254,27695
227543305,27571
227538254,30740609
227525790,396183
227535340,30866223
227554924,10072875
227535340,204551
227555437,587988
227535755,10006559
227526188,582676
227538594,20054320
227544716,30867253
227538829,899787
227556603,30866223
227539214,1057479
227557314,10013082
227535273,1277451
227544941,712363
227535340,30867238
227527224,10069937
227536307,20083807
227545245,1052171
227537010,368223
227558658,469026
227539689,416489
227559009,30852152
227539931,30867253
227535755,30866213
227540187,10112893
227536307,62024
227536307,30596809
227527924,30721424
227540483,132442
227536869,44166
227540483,30870626
227528547,10020644
227540483,30867933
227546615,30869046
227536657,587988
227546997,123318
227536755,10108731
227547479,1251419
227537010,30867153
227529122,1071857
227540780,30086357
227548362,30865625
227537066,30864720
227537755,30194199
227537476,10098578
227529461,849799
227537821,30839950
227538254,1240570
227538254,30867950
227549060,30082800
227538594,1263595
227549268,30182859
227538829,125124
227549618,10109644
227538877,439322
227538707,30828549
227537722,34359
227529972,30864945
227541201,30354932
227550554,30571568
227537821,30257541
227530510,438362
227542331,30117587
227551314,965239
227538254,27571
227551663,960616
227539402,30864790
227531056,30865965
227538829,205418
227531056,30865396
227539911,30150131
227531099,30863751
227540231,10072875
227531102,1082617
227540441,123157
227540157,30724202
227540483,1311398
227551911,435715
227540483,30866081
227531495,30163544
227540483,30868284
227531739,448327
227540681,30707190
227552613,1108685
227540780,30122727
227552940,30354932
227543553,10085411
227532039,10064338
227539402,30865611
227540436,37638
227544262,577603
227540483,30441428
227540979,10006363
227540483,1064534
227544417,30843140
227532647,150505
227540157,330631
227540521,446370
227541530,30869509
227553981,30867468
227542283,10070441
227532870,443993
227544645,24116
227540780,10027752
227544784,453024
227540780,30163544
227540483,30864064
227533119,109897
227540483,30869569
227554867,30716315
227540483,30867300
227541513,150505
227543211,10071595
227555595,20059101
227545561,1028014
227541984,444502
227540780,30864179
227533432,20095454
227540780,578582
227556057,30082638
227540979,30863086
227542399,624360
227541113,30673220
227556891,20051639
227546084,1240570
227557490,20002448
227546261,449137
227558213,263061
227544784,37988
227543570,30471948
227545245,563658
227544022,1138510
227545567,30858854
227534368,1068456
227545962,1299389
227544578,30257569
227542399,624360
227544907,10064057
227547177,20071319
227545630,1289543
227546615,51849
227546174,30865626
227547833,30841626
227547357,1306554
227543334,30082800
227534809,1308479
227547771,30867699
227549320,30307746
227548617,1173460
227535054,30082613
227549120,569246
227535340,30867073
227549320,30869040
227535340,30864420
227543990,10063922
227550554,1251419
227549714,10005295
227551378,20070330
227550385,30843140
227536307,19686
227550554,30867746
227552300,30354932
227549320,10008171
227537010,30680332
227551296,1310212
227552652,30252717
227544780,30815891
227553229,30805891
227551911,1175749
227553774,10039138
227549909,20000275
227554143,1113173
227550831,221014
227537809,1138510
227545651,489544
227555163,10070151
227552613,30268804
227555819,30866454
227551911,574987
227556057,10056179
227553337,30844035
227556911,585707
227553791,469026
227538254,1309047
227546475,10053346
227538646,162906
227554541,19028
227538829,118001
227553337,30869106
227558213,33531
227553791,30869509
227539093,30356886
227554242,1082801
227539214,437669
227556680,1141815
227540054,30138282
227547118,1138510
227540441,1037312
227554541,30186241
227540483,30415348
227557728,30863749
227540483,30415348
227555129,122189
227540483,30868112
227555734,30621208
227540521,459600
227548516,1194370
227540780,1079840
227548948,30080479
227540979,30865631
227557099,30864914
227541220,10023073
227558213,1080186
227541558,1278185
227558766,30870074
227542373,10075244
227550554,30659248
227542987,455096
227551663,10033028
227543960,1293712
227552223,1082732
227544277,1194933
227552878,1264232
227545299,30845775
227553652,466505
227546352,30863567
227554242,1263595
227546594,30267724
227555387,30775794
227547193,586974
227555878,30238737
227547758,30863588
227556762,30816271
227548532,20070330
227557497,144334
227549320,30866120
227558537,353996
227549320,30864428
227530523,1064606
227550554,30867401
227530650,30726025
227551430,30116469
227530697,469026
227551911,10070293
227531022,10037149
227552087,10074682
227531056,30865632
227553409,474591
227531056,709185
227553981,30867073
227531056,436139
227555094,30307379
227531056,10066993
227555819,30869576
227531099,30859609
227556313,10075244
227531099,30869483
227557190,30164692
227531424,578582
227558255,30861852
227531636,1150392
227558758,993850
227510768,1067399
200378543,1173443
227511023,883469
227106691,30120915
227511023,30766682
227461740,281106
227531739,20083177
227528905,10066230
227531739,679556
227529160,20070330
227532125,191703
227522640,1300671
227513329,4244
227510768,30867073
227513786,10019070
227510768,27571
227509887,161620
227466324,30838065
227532870,30864237
227529585,5734
227487212,30863751
227513329,30721424
227510768,123318
227524288,437589
227487212,30869236
227529923,30736039
227488159,1223909
227524632,20097824
227533432,30092436
227515002,434341
227533432,30839463
227524912,20095221
227515677,30837606
227525388,141177
227533883,20101037
227525472,10070441
227511023,122301
227517706,433867
227490535,30785285
227526013,30869682
227534547,345269
227526188,30869349
227513329,30863567
227526412,447393
227495605,30766682
227519417,453718
227517679,1082107
227519647,30367866
227517706,1270202
227526735,149617
227515429,20101370
227526886,30868548
227519647,30584092
227527453,437012
227534705,656159
227476138,1200513
227520556,10075020
227521422,20070330
227535044,149476
227528144,10014621
227535250,281106
227528547,144080
227535279,432143
227528717,304676
227535340,10027752
227528914,20081029
227535340,30864790
227522640,366546
227535340,30081223
227529166,30866264
227517706,30260181
227523779,469809
227535764,469026
227524080,10044436
227536307,20054320
227529338,30867304
227499556,30471948
227524632,469026
227500031,30867401
227524812,30831239
227536805,434341
227529923,30801253
227537010,30866264
227529974,686384
227522640,1301424
227525079,434341
227522640,30744985
227530584,453240
227537442,1222228
227525366,1155328
227503155,30870074
227530652,30863945
227519662,30717650
227487212,30864425
227537722,10042279
227531056,30865475
227537821,30839950
227531056,10053346
227538117,713863
227531056,30866815
227538239,469026
227531056,30868001
227538254,469026
227531088,30144282
227523757,30766682
227531099,30867991
227523809,30863086
227531119,10056834
227538452,30081223
227525442,1067399
227538594,400300
227531368,423604
227538645,30867238
227531612,459981
227538690,30717203
227531739,10057138
227538829,1066596
227531739,1316135
227538877,1043986
227531739,30868707
227538954,10046173
227525631,396183
227539027,30854754
227525790,45075
227508226,453634
227525972,30844086
227520740,30230277
227526058,30730577
227539689,30725962
227526202,10008137
227539922,1061421
227532316,434341
227540054,270099
227532732,30717895
227540157,585707
227532820,30861985
227510713,10071421
227532929,30867253
227540325,1082609
227533236,30081223
227540483,10058398
227527026,30132299
227540483,964589
227527046,434341
227540483,30090149
227527140,30593008
227540483,30869509
227527453,10060984
227524727,123172
227533432,20042077
227524769,30717821
227533432,711065
227540483,30869483
227533602,918285
227540483,30864513
227528055,30865515
227540483,30239626
227494223,30869144
227540489,32946
227494859,585397
227540592,1168644
227534342,10025565
227511023,1220631
227534368,629731
227540627,370879
227528923,30759088
227540780,1127596
227529160,30082800
227540780,30721424
227534458,469026
227511909,424613
227534563,30867073
227522640,10036064
227530650,30831239
227540979,1251419
227530718,30783422
227523779,33531
227531000,1082699
227523926,30865515
227531056,30866619
227541426,9032
227531056,30659248
227524379,576933
227531056,30867836
227541774,449410
227531060,122189
227514707,30667875
227531099,30867468
227542239,150533
227531099,30865626
227542383,30245639
227531178,30759503
227525366,985767
227529461,379292
227525524,204551
227531336,10070785
227542735,1050380
227529929,30864064
227524792,366546
227531739,10075931
227516819,20081888
227531739,1100955
227526058,10074379
227531739,30851783
227517153,142837
227531830,30855267
227525218,1251419
227532070,30783422
227517706,931911
227532563,383040
227526790,10111862
227530635,383161
227544029,20078918
227532820,30768098
227526854,30867073
227532870,304676
227527026,10095308
227532973,686451
227527334,30864945
227533011,585361
227525442,720475
227530696,30864064
227525582,424727
227530941,30864420
227544784,10033028
227534809,146817
227544784,398537
227533164,30218213
227525707,10042529
227531056,30865980
227525790,651396
227531056,30851891
227519647,1018432
227531056,423540
227519716,20084372
227531056,30866334
227526058,10039248
227531056,30869797
227545245,152556
227531099,368223
227527876,30865101
227531099,30869093
227528056,30198686
227531213,27571
227526131,1032195
227535110,10025164
227526188,30865058
227535217,1188603
227528179,30869349
227531708,22171
227526513,1043986
227531739,30818542
227546121,123172
227531739,622151
227546352,30844035
227533364,30859159
227526790,10069286
227533432,30092113
227527057,45075
227533432,1102874
227521565,30784501
227535340,30864790
227528520,30238737
227535340,10027752
227547046,1244174
227535340,30868548
227522286,30659248
227502033,175953
227547336,10001708
227535520,97762
227547502,956620
227535764,27571
227548001,30868094
227502523,456407
227528744,26914
227532070,1211626
227527453,30129931
227536518,10024171
227529160,30740741
227534079,10070293
227529405,400300
227532495,30831239
227527813,30643128
227532870,30082800
227527876,30868354
227536835,704213
227522640,354836
227537010,30863962
227548619,30866626
227534140,667274
227548830,30867126
227534162,10021330
227529585,468052
227537318,30868182
227523779,30711558
227533432,397894
227524288,883469
227533448,65389
227529986,30316084
227534368,636701
227549320,30862497
227537476,31954
227549320,30869689
227537716,30803097
227528395,438596
227537852,10039235
227549524,30866264
227538170,30082800
227530227,30673220
227538239,10027752
227549958,10053346
227538254,30863588
227528477,30837606
227538254,30864636
227528733,1133954
227538254,30868242
227528810,1251419
227538254,436139
227528906,141227
227538450,10015742
227550554,30837606
227534170,891012
227551021,1093421
227534230,1144954
227524978,30593008
227538646,152838
227551378,30783422
227538690,10071103
227551546,1100741
227538829,1082617
227551754,412279
227510679,10085553
227551911,447393
227534483,30783422
227530284,30866264
227539176,1220631
227552163,30869667
227511407,10074113
227530650,10080753
227539285,30804369
227530836,30792361
227539847,30303744
227531056,30867468
227539931,30867274
227531056,385987
227540157,1251326
227531056,30868044
227540187,10112893
227531056,30869443
227540483,1240570
227531088,10023494
227540483,123318
227531099,30863593
227540483,30867304
227529461,1082640
227540483,30850091
227552454,30673220
227540483,30784493
227552613,582676
227540483,30868684
227531324,10046383
227540483,30866335
227529918,719921
227540496,1251419
227553245,30680332
227514845,30163544
227553409,221014
227540753,30846317
227531739,1022784
227540780,663207
227531739,30726563
227540780,1061421
227531739,30466348
227540913,1080186
227531827,97762
227540979,30866537
227553561,140697
227515677,30868517
227553791,30866575
227534805,10008613
227532659,436411
227541801,10008381
227554438,1300671
227535054,368223
227532846,971637
227517391,456904
227532929,30865515
227517706,1289270
227555016,140697
227535340,30865631
227530523,271506
227535340,30867073
227555387,578582
227535340,204551
227555536,10046173
227542381,10046285
227533365,624360
227517752,4244
227533432,30140319
227534878,30471948
227555877,1031734
227535054,30866223
227555940,606004
227535273,31417
227530934,330631
227543110,10075244
227531000,20074842
227535306,30122379
227525634,1030746
227535340,30868503
227556470,354471
227535340,30866626
227556648,366350
227543211,30860327
227556891,578582
227535610,30869682
227525895,417514
227535775,30433797
227534005,901414
227536169,20039671
227531056,10051489
227543879,1138510
227531056,30864449
227519647,20084547
227531099,30865905
227544246,30252717
227531099,30869578
227544417,10080753
227557305,138859
227536723,10009348
227557515,366492
227537010,1222228
227526058,423604
227537041,30868339
227526188,1297906
227537152,1251419
227526304,10061335
227544784,30082800
227531375,10014628
227544907,453540
227534079,434093
227545291,30869093
227531739,621456
227520784,30367866
227531739,30843129
227545545,334528
227531739,716271
227521421,98669
227558332,10063488
227537722,1293712
227558399,20100444
227537999,30082800
227559237,970536
227546434,1173507
227532135,20106566
227522640,185267
227526968,30739761
227538170,30867247
227534368,28113
227538254,30869114
227532556,648312
227538254,30863081
227527453,30851636
227523284,902741
227534567,10103482
227538547,30757936
227527820,30525588
227538646,30327888
227532870,10027752
227546594,1281302
227532870,30865626
227538877,37988
227533164,835202
227523779,30234609
227533364,20093326
227523964,30865631
227533432,370879
227547133,802645
227528388,30713372
227547209,1079840
227528492,30867238
227547431,341175
227528547,973813
227547479,30868129
227528744,30863086
227524364,932112
227528878,42328
227539270,10109702
227529461,996092
227539758,30182859
227529713,1113173
227539874,37988
227534323,30855314
227540054,10110629
227534368,30861652
227547871,10041373
227534618,4244
227548303,1211623
227534809,30307746
227548516,10067712
227535090,879264
227540418,30737609
227530650,10080753
227540483,30164692
227531054,337292
227540483,1251419
227531056,30866619
227540483,30869114
227531056,1290402
227540483,1068456
227531056,30865625
227540483,30867175
227531056,30867716
227540483,30868001
227531088,10076158
227540483,30784493
227531099,30864470
227549268,30245639
227531099,30868783
227549320,30868535
227531654,1110341
227540681,10063922
227531739,20002300
227540780,4244
227531739,867549
227540780,20097313
227531739,30843794
227540780,452772
227531950,10069622
227549524,20098125
227535269,30093738
227550188,10051663
227535332,996205
227525131,926022
227535340,30865631
227540979,30867023
227532039,20047567
227541201,271378
227532408,30471948
227541420,177200
227535758,567647
227550586,30747654
227535857,30864237
227550783,126421
227532500,20101037
227551314,1302542
227536170,30805741
227551402,304676
227536459,99750
227551663,30862692
227532870,20047567
227541887,30841663
227533309,1222080
227551911,446957
227536936,23007
227552023,30867238
227533432,149544
227552212,656915
227533432,141835
227542173,30136919
227533954,1082469
227542399,449087
227537318,10006363
227542601,150941
227534332,30846493
227552455,140697
227534368,1082593
227552924,30855484
227534571,30740609
227553137,498786
227534809,10008137
227553275,31417
227537722,573473
227553566,104199
227537775,567647
227553722,427316
227538021,1279381
227553967,1101164
227538239,30367866
227554200,20002448
227538254,10061000
227554467,30837379
227538254,30868783
227525782,30848802
227535054,30199550
227544045,10081906
227535273,20099884
227554889,30717650
227535340,30864420
227544309,30837481
227535340,30868503
227555380,447393
227535430,591763
227526058,165687
227535685,30867074
227526188,30866081
227535764,10027752
227544438,269268
227538481,1150915
227544688,383040
227538690,32946
227544784,152786
227538829,492801
227544837,10009761
227538918,30186742
227556891,1080186
227539093,1234591
227557291,30673220
227535236,10010691
227557497,980050
227535931,150941
227544927,20074842
227535273,20095702
227558254,802645
227535340,30867238
227527057,1236102
227536218,585707
227527453,30252097
227536307,165687
227545099,161620
227536651,10053184
227545936,30783422
227537010,30863588
227558657,10051987
227535758,567647
227558797,138956
227539552,656915
227558977,30726025
227535939,1263595
227535685,30868548
227539922,1061421
227535751,434341
227540054,341175
227527797,651396
227540157,585707
227536170,580280
227540237,20050584
227546096,185267
227536307,1080186
227546277,469026
227536360,426419
227528179,30349864
227540483,1057822
227536400,30115901
227540483,10070441
227537137,12282
227540483,30863559
227528547,10027072
227540483,1309047
227528647,30266790
227540483,680873
227546594,1175670
227540483,30868666
227528794,443384
227536639,453634
227529018,30859159
227537450,443875
227547119,10065781
227540593,1026365
227547453,30198892
227536851,1031031
227537451,907632
227537010,30864720
227529075,30863835
227540780,879264
227529166,30869637
227540780,1083741
227548357,30868548
227540979,30867073
227537722,30186710
227540979,708242
227537722,30783418
227537137,150505
227538170,30149539
227537413,30717650
227529405,30522828
227537639,10060254
227538254,30863086
227537762,1005491
227538254,30865626
227538254,30208617
227548785,10056848
227538254,30867401
227549044,10076158
227538254,10005551
227538452,1240570
227538481,30866213
227538594,176539
227538646,19510
227549320,30867996
227538829,1082617
227549416,30864575
227538829,20053642
227538646,162115
227538877,1309047
227538690,995627
227539214,1160254
227538829,125124
227537722,1281833
227529954,30673220
227537762,1155328
227538954,30775857
227541091,817
227550358,30842923
227541708,452870
227539237,10025164
227542233,985254
227530354,1173443
227537927,1267184
227550898,30084872
227538170,30869543
227539585,27571
227538254,30867253
227551430,391109
227538254,30870085
227551471,10063833
227538405,30862117
227530652,30866223
